,discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,game_slug,game_end_date,game_start_date,game_location,game_name,game_season,game_year
379,Shooting,tokyo-2020,Skeet women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/diana-bacosi,Diana BACOSI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
492,Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,SILVER,Athlete,,https://olympics.com/en/athletes/manfredi-rizza,Manfredi RIZZA,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
495,Cycling Road,tokyo-2020,Women's Road Race,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/elisa-longo-borghini,Elisa LONGO BORGHINI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
555,Boxing,tokyo-2020,Women's Feather (54-57kg),Women,BRONZE,Athlete,,https://olympics.com/en/athletes/irma-testa,Irma TESTA,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
639,Marathon Swimming,tokyo-2020,Men's 10km,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/gregorio-paltrinieri,Gregorio PALTRINIERI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
686,Taekwondo,tokyo-2020,Men -58kg,Men,GOLD,Athlete,,https://olympics.com/en/athletes/vito-dell-aquila,Vito DELL'AQUILA,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
709,Cycling Track,tokyo-2020,Men's Team Pursuit,Men,GOLD,GameTeam,Italy,,,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
731,Cycling Track,tokyo-2020,Men's Omnium,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/elia-viviani,Elia VIVIANI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
738,Fencing,tokyo-2020,Women's Épée Team,Women,BRONZE,GameTeam,Italy,,,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
751,Fencing,tokyo-2020,Men's Foil Individual,Men,SILVER,Athlete,,https://olympics.com/en/athletes/daniele-garozzo,Daniele GAROZZO,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
756,Fencing,tokyo-2020,Women's Foil Team,Women,BRONZE,GameTeam,Italy,,,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
761,Fencing,tokyo-2020,Men's Sabre Individual,Men,SILVER,Athlete,,https://olympics.com/en/athletes/luigi-samele,Luigi SAMELE,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
764,Fencing,tokyo-2020,Men's Sabre Team,Men,SILVER,GameTeam,Italy,,,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
879,Wrestling,tokyo-2020,Men's Freestyle 97kg,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/abraham-de-jesus-conyedo-ruano,Abraham de Jesus CONYEDO RUANO,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
932,Artistic Gymnastics,tokyo-2020,Women's Floor Exercise,Women,SILVER,Athlete,,https://olympics.com/en/athletes/vanessa-ferrari,Vanessa FERRARI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1012,Judo,tokyo-2020,Women -63 kg,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/maria-centracchio,Maria CENTRACCHIO,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1017,Judo,tokyo-2020,Women -52 kg,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/odette-giuffrida,Odette GIUFFRIDA,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1033,Archery,tokyo-2020,Women's Individual,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/lucilla-boari,Lucilla BOARI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1036,Archery,tokyo-2020,Men's Individual,Men,SILVER,Athlete,,https://olympics.com/en/athletes/mauro-nespoli,Mauro NESPOLI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1055,Weightlifting,tokyo-2020,Men's 67kg,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/mirko-zanni,Mirko ZANNI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1060,Weightlifting,tokyo-2020,Men's 81kg,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/antonino-pizzolato,Antonino PIZZOLATO,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1074,Weightlifting,tokyo-2020,Women's 64kg,Women,SILVER,Athlete,,https://olympics.com/en/athletes/giorgia-bordignon,Giorgia BORDIGNON,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1186,Athletics,tokyo-2020,Women's 20km Race Walk,Women,GOLD,Athlete,,https://olympics.com/en/athletes/antonella-palmisano,Antonella PALMISANO,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1197,Athletics,tokyo-2020,Men's High Jump,Men,GOLD,Athlete,,https://olympics.com/en/athletes/gianmarco-tamberi-1,Gianmarco TAMBERI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1221,Athletics,tokyo-2020,Men's 100m,Men,GOLD,Athlete,,https://olympics.com/en/athletes/lamont-marcell-jacobs,Lamont Marcell JACOBS,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1238,Athletics,tokyo-2020,Men's 4 x 100m Relay,Men,GOLD,GameTeam,Italy,,,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1252,Athletics,tokyo-2020,Men's 20km Race Walk,Men,GOLD,Athlete,,https://olympics.com/en/athletes/massimo-stano,Massimo STANO,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1273,Swimming,tokyo-2020,Women's 800m Freestyle,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/simona-quadarella,Simona QUADARELLA,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1296,Swimming,tokyo-2020,Men's 200m Butterfly,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/federico-burdisso,Federico BURDISSO,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1300,Swimming,tokyo-2020,Men's 4 x 100m Medley Relay,Men,BRONZE,GameTeam,Italy,,,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1322,Swimming,tokyo-2020,Men's 100m Breaststroke,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/nicolo-martinenghi,Nicolo MARTINENGHI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1342,Swimming,tokyo-2020,Men's 800m Freestyle,Men,SILVER,Athlete,,https://olympics.com/en/athletes/gregorio-paltrinieri,Gregorio PALTRINIERI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1362,Swimming,tokyo-2020,Men's 4 x 100m Freestyle Relay,Men,SILVER,GameTeam,Italy,,,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1382,Sailing,tokyo-2020,Nacra 17 Mixed,Mixed,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/caterina-banti,Caterina BANTI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1383,Sailing,tokyo-2020,Nacra 17 Mixed,Mixed,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/ruggero-tita,Ruggero TITA,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1427,Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/valentina-rodini,Valentina RODINI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1428,Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/federica-cesarini,Federica CESARINI,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1467,Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,BRONZE,GameTeam,Italy,https://olympics.com/en/athletes/stefano-oppo,Stefano OPPO,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1468,Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,BRONZE,GameTeam,Italy,https://olympics.com/en/athletes/pietro-ruta,Pietro RUTA,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1471,Rowing,tokyo-2020,Men's Four,Men,BRONZE,GameTeam,Italy,,,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1487,Karate,tokyo-2020,Men's Kumite -75kg,Men,GOLD,Athlete,,https://olympics.com/en/athletes/luigi-busa,Luigi BUSA,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1500,Karate,tokyo-2020,Women's Kata,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/viviana-bottaro,Viviana BOTTARO,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1524,Rhythmic Gymnastics,tokyo-2020,Group All-Around,Women,BRONZE,GameTeam,Italy,,,Italy,IT,ITA,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020
1905,Fencing,rio-2016,épée individual women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/rossella-fiamingo,Rossella FIAMINGO,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
1907,Fencing,rio-2016,foil individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/daniele-garozzo,Daniele GAROZZO,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
1914,Fencing,rio-2016,foil individual women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/elisa-di-francisca,Elisa DI FRANCISCA,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
1929,Fencing,rio-2016,épée team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
1961,Shooting,rio-2016,50m rifle 3 positions 3x40 shots men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/niccolo-campriani,Niccolò CAMPRIANI,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
1965,Shooting,rio-2016,double trap 150 targets men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/marco-innocenti,Marco INNOCENTI,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
1976,Shooting,rio-2016,Skeet women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/diana-bacosi,Diana BACOSI,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
1977,Shooting,rio-2016,Skeet women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/chiara-cainero,Chiara CAINERO,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
1979,Shooting,rio-2016,skeet (125 targets) men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/gabriele-rossetti,Gabriele ROSSETTI,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
1985,Shooting,rio-2016,10m air rifle 60 shots men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/niccolo-campriani,Niccolò CAMPRIANI,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
1989,Shooting,rio-2016,trap 125 targets men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/giovanni-pellielo,Giovanni PELLIELO,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2009,Cycling Track,rio-2016,Omnium men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/elia-viviani,Elia VIVIANI,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2179,Beach Volleyball,rio-2016,Beach volleyball men,Men,SILVER,GameTeam,Italy team #1,https://olympics.com/en/athletes/paolo-nicolai,Paolo NICOLAI,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2180,Beach Volleyball,rio-2016,Beach volleyball men,Men,SILVER,GameTeam,Italy team #1,https://olympics.com/en/athletes/daniele-lupo,Daniele LUPO,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2279,Water Polo,rio-2016,water polo men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2281,Water Polo,rio-2016,water polo women,Women,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2291,Rowing,rio-2016,four without coxswain 4 men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2332,Rowing,rio-2016,pair without coxswain 2 men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/giovanni-abagnale,Giovanni ABAGNALE,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2333,Rowing,rio-2016,pair without coxswain 2 men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/marco-di-costanzo,Marco DI COSTANZO,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2407,Marathon Swimming,rio-2016,Marathon - 10 km women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/rachele-bruni,Rachele BRUNI,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2509,Wrestling,rio-2016,Freestyle 65 kg men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/frank-chamizo-marquez,Frank CHAMIZO MARQUEZ,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2560,Volleyball,rio-2016,volleyball men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2627,Cycling Road,rio-2016,individual road race women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/elisa-longo-borghini,Elisa LONGO BORGHINI,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2666,Diving,rio-2016,synchronized diving 3m springboard women,Women,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/tania-cagnotto,Tania CAGNOTTO,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2667,Diving,rio-2016,synchronized diving 3m springboard women,Women,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/francesca-dallape,Francesca DALLAPE,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2672,Diving,rio-2016,3m springboard women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/tania-cagnotto,Tania CAGNOTTO,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2717,Judo,rio-2016,60 - 66kg (half-lightweight) men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/fabio-basile,Fabio BASILE,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2762,Judo,rio-2016,48 - 52kg (half-lightweight) women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/odette-giuffrida,Odette GIUFFRIDA,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2892,Swimming,rio-2016,1500m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/gregorio-paltrinieri,Gregorio PALTRINIERI,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2894,Swimming,rio-2016,1500m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/gabriele-detti,Gabriele DETTI,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
2897,Swimming,rio-2016,400m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/gabriele-detti,Gabriele DETTI,Italy,IT,ITA,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016
3392,Canoe Slalom,london-2012,K1 kayak single men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/daniele-molmenti,Daniele MOLMENTI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3412,Cycling Mountain Bike,london-2012,cross-country men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/marco-aurelio-fontana,Marco Aurelio FONTANA,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3423,Water Polo,london-2012,water polo men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3433,Volleyball,london-2012,volleyball men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3523,Athletics,london-2012,triple jump men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/fabrizio-donato,Fabrizio DONATO,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3694,Shooting,london-2012,trap 125 targets men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/massimo-fabbrizi,Massimo FABBRIZI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3703,Shooting,london-2012,10m air pistol 60 shots men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/luca-tesconi,Luca TESCONI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3705,Shooting,london-2012,Trap women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/jessica-rossi,Jessica ROSSI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3715,Shooting,london-2012,10m air rifle 60 shots men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/niccolo-campriani,Niccolò CAMPRIANI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3720,Shooting,london-2012,50m rifle 3 positions 3x40 shots men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/niccolo-campriani,Niccolò CAMPRIANI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3818,Marathon Swimming,london-2012,Marathon - 10 km women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/martina-grimaldi,Martina GRIMALDI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3842,Boxing,london-2012,+ 91kg (super heavyweight) men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/roberto-cammarelle,Roberto CAMMARELLE,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3846,Boxing,london-2012,81-91kg heavyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/clemente-russo,Clemente RUSSO,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3855,Boxing,london-2012,60 - 64 kg men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/vincenzo-mangiacapre,Vincenzo MANGIACAPRE,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3942,Rowing,london-2012,double sculls 2x men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/alessio-sartori,Alessio SARTORI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3943,Rowing,london-2012,double sculls 2x men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/romano-battisti,Romano BATTISTI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3957,Fencing,london-2012,sabre team men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3958,Fencing,london-2012,foil individual women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/elisa-di-francisca,Elisa DI FRANCISCA,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3959,Fencing,london-2012,foil individual women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/arianna-errigo,Arianna ERRIGO,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3960,Fencing,london-2012,foil individual women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/maria-valentina-vezzali,Maria Valentina VEZZALI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3965,Fencing,london-2012,sabre individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/diego-occhiuzzi,Diego OCCHIUZZI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3967,Fencing,london-2012,foil team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
3976,Fencing,london-2012,foil team women,Women,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
4049,Gymnastics Artistic,london-2012,rings men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/matteo-morandi,Matteo MORANDI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
4111,Judo,london-2012,48  52kg halflightweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/rosalba-forciniti,Rosalba FORCINITI,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
4201,Gymnastics Rhythmic,london-2012,group competition women,Women,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
4260,Archery,london-2012,team FITA Olympic round  70m men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
4263,Taekwondo,london-2012,80 kg men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/carlo-molfetta,Carlo MOLFETTA,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
